101 364	769 537 310 53 769 640 39 78 48 4320 5281 386 717 638 63 185 98 33 125 590 179	101 364 5 279 46 1681 56
1036 229		1036 229 188 19 871 676 251
1870	1036 229 188 19 871 676 251	1870 1198 729 1749 1494 147 61
1866	1036 229 188 19 871 676 251 1870 1198 729 1749 1494 147 61	1866 110 70 530 5 171 6
641	1036 229 188 19 871 676 251 1870 1198 729 1749 1494 147 61 1866 110 70 530 5 171 6	641 225 93 221 130 537 179
178 692 394		341 237 178 692 394 16 154
332 154	341 237 178 692 394 16 154	79 1016 154 6 725 332 154
46	341 237 178 692 394 16 154 79 1016 154 6 725 332 154	46 94 689 294 521 484 60
86	341 237 178 692 394 16 154 79 1016 154 6 725 332 154 46 94 689 294 521 484 60	86 385 209 1118 400 239 19
154 1013		154 202 154 1013 14 174 154
16	154 202 154 1013 14 174 154	16 624 16 154 2063 106 245
37	154 202 154 1013 14 174 154 16 624 16 154 2063 106 245	37 166 694 473 57 145 221
20	154 202 154 1013 14 174 154 16 624 16 154 2063 106 245 37 166 694 473 57 145 221	20 29 189 94 7 70 19
165 80		641 6 186 842 1936 165 80
165	641 6 186 842 1936 165 80	165 26 287 538 185 28 102
572	641 6 186 842 1936 165 80 165 26 287 538 185 28 102	572 166 91 128 1119 113 289
120	641 6 186 842 1936 165 80 165 26 287 538 185 28 102 572 166 91 128 1119 113 289	120 8 7 58 104 262 9
93		93 50 101 22 60 15 2409
210	93 50 101 22 60 15 2409	210 8 186 679 96 391 391
106	93 50 101 22 60 15 2409 210 8 186 679 96 391 391	106 160 62 150 10 24 1470
16	93 50 101 22 60 15 2409 210 8 186 679 96 391 391 106 160 62 150 10 24 1470	16 61 79 6 5 249 44
311		311 3523 627 4321 1428 25 292
7	311 3523 627 4321 1428 25 292	7 325 811 738 93 228 19
707	311 3523 627 4321 1428 25 292 7 325 811 738 93 228 19	707 345 761 2014 121 31 417
110 472	311 3523 627 4321 1428 25 292 7 325 811 738 93 228 19 707 345 761 2014 121 31 417	33 15 38 264 10 110 472
722 140		722 140 19 188 78 108 550
199	722 140 19 188 78 108 550	199 302 1140 1728 119 60 109
547	722 140 19 188 78 108 550 199 302 1140 1728 119 60 109	547 33 41 185 7 34 112
388	722 140 19 188 78 108 550 199 302 1140 1728 119 60 109 547 33 41 185 7 34 112	388 15 22 1001 59 50 6
993 723		677 631 993 723 562 202 1166
161	677 631 993 723 562 202 1166	161 451 102 298 506 58 293
25	677 631 993 723 562 202 1166 161 451 102 298 506 58 293	25 290 66 1526 1227 1648 167
40	677 631 993 723 562 202 1166 161 451 102 298 506 58 293 25 290 66 1526 1227 1648 167	40 238 7 289 28 29 216
173 67		105 292 598 342 1546 173 67
161	105 292 598 342 1546 173 67	161 397 338 642 196 10 84
45	105 292 598 342 1546 173 67 161 397 338 642 196 10 84	45 36 145 50 5 23 34
71	105 292 598 342 1546 173 67 161 397 338 642 196 10 84 45 36 145 50 5 23 34	71 286 199 15 56 8 191
93		93 32 815 6 254 32 1595
36	93 32 815 6 254 32 1595	36 367 59 50 175 83 34
957	93 32 815 6 254 32 1595 36 367 59 50 175 83 34	957 216 666 58 925 6 470
79	93 32 815 6 254 32 1595 36 367 59 50 175 83 34 957 216 666 58 925 6 470	79 647 95 258 31 2081 168
141 258		141 258 794 68 350 9 593
72 127	141 258 794 68 350 9 593	783 333 72 127 115 348 974
941 85	141 258 794 68 350 9 593 783 333 72 127 115 348 974	941 85 142 757 373 10 6
460	141 258 794 68 350 9 593 783 333 72 127 115 348 974 941 85 142 757 373 10 6	460 14 60 22 38 445 495
32 32		32 32 22 9 10 65 18
839 659	32 32 22 9 10 65 18	839 659 81 213 334 560 822
232	32 32 22 9 10 65 18 839 659 81 213 334 560 822	232 6 106 94 82 195 321
88	32 32 22 9 10 65 18 839 659 81 213 334 560 822 232 6 106 94 82 195 321	88 26 1274 2331 53 25 419
4051		4051 240 69 22 1188 240 35
391	4051 240 69 22 1188 240 35	391 391 224 598 20 114 199
5	4051 240 69 22 1188 240 35 391 391 224 598 20 114 199	5 42 516 3003 761 18 607
43	4051 240 69 22 1188 240 35 391 391 224 598 20 114 199 5 42 516 3003 761 18 607	43 94 33 6 1861 29 637
81		81 1948 1661 659 1832 5 327
268	81 1948 1661 659 1832 5 327	268 139 857 11 10 475 96
55 49	81 1948 1661 659 1832 5 327 268 139 857 11 10 475 96	1340 986 55 49 828 333 54
1720 2215	81 1948 1661 659 1832 5 327 268 139 857 11 10 475 96 1340 986 55 49 828 333 54	1720 2215 16 262 1214 121 458
56		56 11 38 985 301 627 582
31	56 11 38 985 301 627 582	31 753 308 1819 2169 1391 1646
1735 590	56 11 38 985 301 627 582 31 753 308 1819 2169 1391 1646	1735 590 596 238 83 376 15
92	56 11 38 985 301 627 582 31 753 308 1819 2169 1391 1646 1735 590 596 238 83 376 15	92 884 3385 3559 37 79 788
115		115 11 41 26 240 391 391
57	115 11 41 26 240 391 391	57 15 100 360 51 107 474
84	115 11 41 26 240 391 391 57 15 100 360 51 107 474	84 245 653 67 537 63 167
336 77	115 11 41 26 240 391 391 57 15 100 360 51 107 474 84 245 653 67 537 63 167	481 668 336 77 358 317 44
106		106 153 328 36 49 1270 1395
1128 110	106 153 328 36 49 1270 1395	25 120 1128 110 55 225 528
730	106 153 328 36 49 1270 1395 25 120 1128 110 55 225 528	730 542 1990 1270 297 6 157
277	106 153 328 36 49 1270 1395 25 120 1128 110 55 225 528 730 542 1990 1270 297 6 157	277 171 362 169 397 167 457
387 147		387 147 352 516 15 391 391
142	387 147 352 516 15 391 391	142 108 41 8 142 108 22
43 289	387 147 352 516 15 391 391 142 108 41 8 142 108 22	43 289 2979 121 16 26 14
6	387 147 352 516 15 391 391 142 108 41 8 142 108 22 43 289 2979 121 16 26 14	6 80 130 23 113 117 187
179		179 26 79 36 598 1729 382
379	179 26 79 36 598 1729 382	379 2628 61 179 218 6 517
5	179 26 79 36 598 1729 382 379 2628 61 179 218 6 517	5 359 1049 421 3071 1076 970
542 1193	179 26 79 36 598 1729 382 379 2628 61 179 218 6 517 5 359 1049 421 3071 1076 970	521 275 542 1193 897 110 907
194		194 694 2410 2410 388 19 71
1290 167	194 694 2410 2410 388 19 71	1290 167 246 246 107 1305 95
41	194 694 2410 2410 388 19 71 1290 167 246 246 107 1305 95	41 26 693 62 10 43 241
781	194 694 2410 2410 388 19 71 1290 167 246 246 107 1305 95 41 26 693 62 10 43 241	781 132 307 212 531 248 1060
91 91		91 91 107 474 220 4912 177
63	91 91 107 474 220 4912 177	63 63 5 2334 349 366 128
88	91 91 107 474 220 4912 177 63 63 5 2334 349 366 128	88 768 49 873 70 19 134
37	91 91 107 474 220 4912 177 63 63 5 2334 349 366 128 88 768 49 873 70 19 134	37 614 216 457 199 874 675
951 4146		189 2039 951 4146 224 343 1560
2029	189 2039 951 4146 224 343 1560	2029 29 1206 66 387 147 245
216 96	189 2039 951 4146 224 343 1560 2029 29 1206 66 387 147 245	44 36 60 4147 300 216 96
561 285	189 2039 951 4146 224 343 1560 2029 29 1206 66 387 147 245 44 36 60 4147 300 216 96	561 285 576 642 313 105 292
141		141 258 188 12 33 88 675
5	141 258 188 12 33 88 675	5 166 184 484 73 101 128
144 1172	141 258 188 12 33 88 675 5 166 184 484 73 101 128	144 1172 1285 17 99 34 45
548 11	141 258 188 12 33 88 675 5 166 184 484 73 101 128 144 1172 1285 17 99 34 45	1149 283 1981 50 37 548 11
2186		2186 67 125 53 620 317 597
972	2186 67 125 53 620 317 597	972 10 7 241 1171 706 405
41	2186 67 125 53 620 317 597 972 10 7 241 1171 706 405	41 9 150 253 4769 325 15
1198	2186 67 125 53 620 317 597 972 10 7 241 1171 706 405 41 9 150 253 4769 325 15	1198 179 79 37 978 2131 6
157		157 42 112 160 160 5 587
13 149	157 42 112 160 160 5 587	10 2201 13 149 71 41 246
547	157 42 112 160 160 5 587 10 2201 13 149 71 41 246	547 608 12 76 89 1029 901
198	157 42 112 160 160 5 587 10 2201 13 149 71 41 246 547 608 12 76 89 1029 901	198 278 1293 242 268 1091 671
239 484		240 400 239 484 220 10 374
251	240 400 239 484 220 10 374	251 49 618 544 136 74 36
1286 23	240 400 239 484 220 10 374 251 49 618 544 136 74 36	849 74 13 8 38 1286 23
58	240 400 239 484 220 10 374 251 49 618 544 136 74 36 849 74 13 8 38 1286 23	58 11 186 458 199 122 12
784		784 24 576 642 327 544 118
41	784 24 576 642 327 544 118	41 26 414 67 206 11 732
1130 519	784 24 576 642 327 544 118 41 26 414 67 206 11 732	1130 519 275 1682 775 127 840
92 1203	784 24 576 642 327 544 118 41 26 414 67 206 11 732 1130 519 275 1682 775 127 840	46 772 92 1203 669 201 6
231		231 28 84 306 57 28 11
724	231 28 84 306 57 28 11	724 49 264 13 130 113 117
106	231 28 84 306 57 28 11 724 49 264 13 130 113 117	106 196 109 182 10 396 51
343	231 28 84 306 57 28 11 724 49 264 13 130 113 117 106 196 109 182 10 396 51	343 65 30 62 14 858 3464
591		591 217 13 41 88 65 39
652	591 217 13 41 88 65 39	652 1218 1345 451 337 291 758
1143	591 217 13 41 88 65 39 652 1218 1345 451 337 291 758	1143 596 177 1102 223 8 45
27 103	591 217 13 41 88 65 39 652 1218 1345 451 337 291 758 1143 596 177 1102 223 8 45	224 598 239 12 506 27 103
2187		2187 2528 10 273 5 107 363
581	2187 2528 10 273 5 107 363	581 225 15 68 757 941 85
307	2187 2528 10 273 5 107 363 581 225 15 68 757 941 85	307 535 1622 110 151 17 411
192	2187 2528 10 273 5 107 363 581 225 15 68 757 941 85 307 535 1622 110 151 17 411	192 27 13 8 251 182 454
2514		2514 566 366 12 1457 60 2013
275	2514 566 366 12 1457 60 2013	275 143 509 181 885 63 472
2003 67	2514 566 366 12 1457 60 2013 275 143 509 181 885 63 472	1172 457 2003 67 10 6 42
1118 418	2514 566 366 12 1457 60 2013 275 143 509 181 885 63 472 1172 457 2003 67 10 6 42	319 26 1880 1882 469 1118 418
693		693 78 1339 680 181 105 1219
322 936	693 78 1339 680 181 105 1219	41 803 322 936 243 946 946
6	693 78 1339 680 181 105 1219 41 803 322 936 243 946 946	6 30 113 20 13 84 1014
1611 2047	693 78 1339 680 181 105 1219 41 803 322 936 243 946 946 6 30 113 20 13 84 1014	5 375 75 2015 29 1611 2047
390		390 657 366 177 1907 1341 1341
849	390 657 366 177 1907 1341 1341	849 74 93 180 380 225 810
79	390 657 366 177 1907 1341 1341 849 74 93 180 380 225 810	79 1016 146 11 5 69 134
596 8	390 657 366 177 1907 1341 1341 849 74 93 180 380 225 810 79 1016 146 11 5 69 134	596 8 1552 217 378 55 538
41		41 26 551 12 1228 5 916
10	41 26 551 12 1228 5 916	10 32 2270 2148 98 1143 596
110 445	41 26 551 12 1228 5 916 10 32 2270 2148 98 1143 596	663 614 81 780 316 110 445
83 517	41 26 551 12 1228 5 916 10 32 2270 2148 98 1143 596 663 614 81 780 316 110 445	302 1573 107 590 161 83 517
2529		2529 12 404 1574 1398 41 1480
53 451	2529 12 404 1574 1398 41 1480	53 451 1443 677 1050 755 13
1034 317	2529 12 404 1574 1398 41 1480 53 451 1443 677 1050 755 13	72 110 301 273 1034 317 68
60 39	2529 12 404 1574 1398 41 1480 53 451 1443 677 1050 755 13 72 110 301 273 1034 317 68	31 114 1071 774 60 39 6
41		41 89 167 411 135 57 36
87 12	41 89 167 411 135 57 36	86 51 87 12 626 60 12
24 14	41 89 167 411 135 57 36 86 51 87 12 626 60 12	494 1914 13 131 24 14 32
860 110	41 89 167 411 135 57 36 86 51 87 12 626 60 12 494 1914 13 131 24 14 32	121 114 860 110 285 30 603
77		77 213 188 147 12 104 111
95 165	77 213 188 147 12 104 111	145 12 95 165 46 105 292
79	77 213 188 147 12 104 111 145 12 95 165 46 105 292	79 130 485 110 76 97 2004
429 834	77 213 188 147 12 104 111 145 12 95 165 46 105 292 79 130 485 110 76 97 2004	533 386 461 6 429 834 1416
41 27		101 425 1570 62 41 27 77
13 131	101 425 1570 62 41 27 77	13 131 2187 1173 304 274 8
239 12	101 425 1570 62 41 27 77 13 131 2187 1173 304 274 8	239 12 7 1271 76 10 374
105	101 425 1570 62 41 27 77 13 131 2187 1173 304 274 8 239 12 7 1271 76 10 374	105 316 89 87 316 635 87
101		101 208 1846 36 12 104 2211
70	101 208 1846 36 12 104 2211	70 1667 59 1667 767 122 544
222 413	101 208 1846 36 12 104 2211 70 1667 59 1667 767 122 544	222 413 1114 747 18 18 429
25	101 208 1846 36 12 104 2211 70 1667 59 1667 767 122 544 222 413 1114 747 18 18 429	25 68 1100 1293 849 849 428
398 422		5 21 316 12 547 398 422
98	5 21 316 12 547 398 422	98 522 12 65 49 38 543
851	5 21 316 12 547 398 422 98 522 12 65 49 38 543	851 122 357 510 391 391 91
1344 181	5 21 316 12 547 398 422 98 522 12 65 49 38 543 851 122 357 510 391 391 91	1344 181 926 1057 322 322 76
2124 75		2660 162 2124 75 304 518 1525
1935	2660 162 2124 75 304 518 1525	1935 82 12 1574 31 121 92
5	2660 162 2124 75 304 518 1525 1935 82 12 1574 31 121 92	5 29 171 50 8 186 65
18 35	2660 162 2124 75 304 518 1525 1935 82 12 1574 31 121 92 5 29 171 50 8 186 65	105 770 587 18 35 669 691
3614 3306		85 182 3614 3306 45 5 11
38 2031	85 182 3614 3306 45 5 11	319 39 315 42 157 38 2031
25	85 182 3614 3306 45 5 11 319 39 315 42 157 38 2031	25 33 84 159 24 6 134
7	85 182 3614 3306 45 5 11 319 39 315 42 157 38 2031 25 33 84 159 24 6 134	7 15 114 11 7 145 117
2019		2019 326 269 570 49 46 100
636 310	2019 326 269 570 49 46 100	965 22 1335 478 134 636 310
103 245	2019 326 269 570 49 46 100 965 22 1335 478 134 636 310	33 6 2946 275 103 245 655
159 30	2019 326 269 570 49 46 100 965 22 1335 478 134 636 310 33 6 2946 275 103 245 655	5 278 62 504 1398 159 30
366		366 209 1392 3759 138 18 1031
224	366 209 1392 3759 138 18 1031	224 598 37 269 5078 31 263
726	366 209 1392 3759 138 18 1031 224 598 37 269 5078 31 263	726 987 109 73 163 656 1272
5	366 209 1392 3759 138 18 1031 224 598 37 269 5078 31 263 726 987 109 73 163 656 1272	5 1294 41 364 59 139 103
120		120 317 1392 209 1855 1471 727
2947	120 317 1392 209 1855 1471 727	2947 385 356 1484 321 8 971
178	120 317 1392 209 1855 1471 727 2947 385 356 1484 321 8 971	178 269 709 3153 588 44 2301
919	120 317 1392 209 1855 1471 727 2947 385 356 1484 321 8 971 178 269 709 3153 588 44 2301	919 2803 116 318 42 726 987
320 409		320 409 121 190 991 199 170
1119	320 409 121 190 991 199 170	1119 33 79 21 107 474 788
2355 212	320 409 121 190 991 199 170 1119 33 79 21 107 474 788	1805 48 2355 212 609 2445 26
1750 312	320 409 121 190 991 199 170 1119 33 79 21 107 474 788 1805 48 2355 212 609 2445 26	31 2382 1750 312 192 185 17
139 6		5 598 33 6 316 139 6
40	5 598 33 6 316 139 6	40 1063 1489 355 549 37 780
2422	5 598 33 6 316 139 6 40 1063 1489 355 549 37 780	2422 930 1183 1600 482 205 1030
522	5 598 33 6 316 139 6 40 1063 1489 355 549 37 780 2422 930 1183 1600 482 205 1030	522 73 592 748 69 159 129
31 616		31 616 62 504 46 1429 436
891 3431	31 616 62 504 46 1429 436	2318 38 891 3431 243 197 79
8 1455	31 616 62 504 46 1429 436 2318 38 891 3431 243 197 79	204 1217 2899 1031 405 8 1455
334	31 616 62 504 46 1429 436 2318 38 891 3431 243 197 79 204 1217 2899 1031 405 8 1455	334 1649 86 425 21 979 425
63 13		63 13 88 65 561 136 367
288	63 13 88 65 561 136 367	288 959 671 503 301 14 216
1730	63 13 88 65 561 136 367 288 959 671 503 301 14 216	1730 68 22 16 362 5 253
409	63 13 88 65 561 136 367 288 959 671 503 301 14 216 1730 68 22 16 362 5 253	409 274 4222 3816 327 114 1681
2032 1330		35 626 53 202 2032 1330 72
251 6	35 626 53 202 2032 1330 72	294 1361 398 2046 251 6 540
49 324	35 626 53 202 2032 1330 72 294 1361 398 2046 251 6 540	41 133 49 324 465 10 409
619	35 626 53 202 2032 1330 72 294 1361 398 2046 251 6 540 41 133 49 324 465 10 409	619 668 235 16 774 518 352
20		20 15 35 235 22 107 143
60	20 15 35 235 22 107 143	60 319 63 144 197 10 519
98	20 15 35 235 22 107 143 60 319 63 144 197 10 519	98 114 2271 167 76 486 566
304	20 15 35 235 22 107 143 60 319 63 144 197 10 519 98 114 2271 167 76 486 566	304 652 720 12 230 179 2073
22 50		22 50 5 187 276 1146 116
1023 42	22 50 5 187 276 1146 116	1321 17 1023 42 7 443 82
56	22 50 5 187 276 1146 116 1321 17 1023 42 7 443 82	56 8 1341 1341 186 41 356
98	22 50 5 187 276 1146 116 1321 17 1023 42 7 443 82 56 8 1341 1341 186 41 356	98 68 388 367 20 32 6
577		577 195 232 2593 8 136 191
748	577 195 232 2593 8 136 191	748 1106 266 215 96 88 92
1350	577 195 232 2593 8 136 191 748 1106 266 215 96 88 92	1350 1350 77 9 648 356 2661
1495	577 195 232 2593 8 136 191 748 1106 266 215 96 88 92 1350 1350 77 9 648 356 2661	1495 1495 617 167 358 209 34
1282		1282 61 382 286 195 1246 10
120	1282 61 382 286 195 1246 10	120 11 5 1202 7 53 127
1376	1282 61 382 286 195 1246 10 120 11 5 1202 7 53 127	1376 24 761 324 6 114 1861
130	1282 61 382 286 195 1246 10 120 11 5 1202 7 53 127 1376 24 761 324 6 114 1861	130 317 2357 382 586 313 529
712		712 38 78 246 1514 7 474
418	712 38 78 246 1514 7 474	418 319 1006 1178 60 385 22
488	712 38 78 246 1514 7 474 418 319 1006 1178 60 385 22	488 473 266 26 121 117 410
37	712 38 78 246 1514 7 474 418 319 1006 1178 60 385 22 488 473 266 26 121 117 410	37 494 853 223 209 1736 610
266 27		2900 71 712 170 266 27 39
218 264	2900 71 712 170 266 27 39	218 264 366 67 1607 77 229
63 143	2900 71 712 170 266 27 39 218 264 366 67 1607 77 229	99 115 63 143 5 38 42
121 485	2900 71 712 170 266 27 39 218 264 366 67 1607 77 229 99 115 63 143 5 38 42	117 257 121 485 786 1361 173
101 364		101 364 210 450 185 78 610
426 530	101 364 210 450 185 78 610	2826 559 426 530 16 61 187
769 179	101 364 210 450 185 78 610 2826 559 426 530 16 61 187	769 179 55 426 5 24 199
1144 354	101 364 210 450 185 78 610 2826 559 426 530 16 61 187 769 179 55 426 5 24 199	641 6 95 1144 354 100 474
101		101 364 78 450 21 340 844
88	101 364 78 450 21 340 844	88 114 808 2594 36 10 1393
779	101 364 78 450 21 340 844 88 114 808 2594 36 10 1393	779 1034 887 4053 1527 44 209
1837	101 364 78 450 21 340 844 88 114 808 2594 36 10 1393 779 1034 887 4053 1527 44 209	1837 7 381 127 1861 97 66
55 1172		258 78 55 1172 204 76 85
3152	258 78 55 1172 204 76 85	3152 210 53 2001 99 904 363
128	258 78 55 1172 204 76 85 3152 210 53 2001 99 904 363	128 784 335 169 523 49 1689
193	258 78 55 1172 204 76 85 3152 210 53 2001 99 904 363 128 784 335 169 523 49 1689	193 95 668 252 2202 30 503
88		88 69 312 748 22 243 2291
384	88 69 312 748 22 243 2291	384 297 208 28 35 64 54
63 143	88 69 312 748 22 243 2291 384 297 208 28 35 64 54	63 143 197 14 1828 178 2030
167	88 69 312 748 22 243 2291 384 297 208 28 35 64 54 63 143 197 14 1828 178 2030	167 144 29 9 5 686 195
135		135 498 101 1925 426 212 177
7	135 498 101 1925 426 212 177	7 53 60 977 26 63 16
207	135 498 101 1925 426 212 177 7 53 60 977 26 63 16	207 817 78 640 70 56 96
85 1145	135 498 101 1925 426 212 177 7 53 60 977 26 63 16 207 817 78 640 70 56 96	85 1145 77 490 59 50 257
1140 1492		649 538 649 1140 1492 63 63
149	649 538 649 1140 1492 63 63	149 116 5079 246 108 141 246
1435	649 538 649 1140 1492 63 63 149 116 5079 246 108 141 246	1435 104 83 9 2040 386 2765
2766 124	649 538 649 1140 1492 63 63 149 116 5079 246 108 141 246 1435 104 83 9 2040 386 2765	457 368 2766 124 1357 100 824
3562 229		62 19 3562 229 625 1390 1026
76 229	62 19 3562 229 625 1390 1026	33 19 76 229 625 1390 1026
709 1577	62 19 3562 229 625 1390 1026 33 19 76 229 625 1390 1026	474 2446 38 223 2447 709 1577
567 6	62 19 3562 229 625 1390 1026 33 19 76 229 625 1390 1026 474 2446 38 223 2447 709 1577	567 6 46 398 222 1743 67
231		231 93 7 36 169 108 844
460	231 93 7 36 169 108 844	460 247 7 6 107 3759 593
25	231 93 7 36 169 108 844 460 247 7 6 107 3759 593	25 219 231 380 3072 1792 18
117	231 93 7 36 169 108 844 460 247 7 6 107 3759 593 25 219 231 380 3072 1792 18	117 39 99 115 550 22 1423
4322 788		448 62 718 179 465 4322 788
636	448 62 718 179 465 4322 788	636 2781 1232 73 2175 534 169
187	448 62 718 179 465 4322 788 636 2781 1232 73 2175 534 169	187 94 625 6 356 27 26
286 610	448 62 718 179 465 4322 788 636 2781 1232 73 2175 534 169 187 94 625 6 356 27 26	1250 380 86 68 286 610 17
41		41 28 45 6 98 199 475
8	41 28 45 6 98 199 475	8 348 261 58 88 57 46
1591 1662	41 28 45 6 98 199 475 8 348 261 58 88 57 46	319 39 495 977 1591 1662 411
257 1162	41 28 45 6 98 199 475 8 348 261 58 88 57 46 319 39 495 977 1591 1662 411	257 1162 1871 312 1337 1390 426
17 1430		17 1430 438 77 1430 77 9
41 27	17 1430 438 77 1430 77 9	41 27 76 1522 103 931 80
60	17 1430 438 77 1430 77 9 41 27 76 1522 103 931 80	60 512 95 37 57 1298 1607
2261	17 1430 438 77 1430 77 9 41 27 76 1522 103 931 80 60 512 95 37 57 1298 1607	2261 229 1205 116 145 1532 262
60		60 512 2261 229 809 739 147
844 41	60 512 2261 229 809 739 147	844 41 562 1298 1837 973 163
541 788	60 512 2261 229 809 739 147 844 41 562 1298 1837 973 163	541 788 1960 1939 220 16 134
2279 374	60 512 2261 229 809 739 147 844 41 562 1298 1837 973 163 541 788 1960 1939 220 16 134	2279 374 3522 1342 68 241 176
859 1140		859 1140 60 1706 656 1390 16
2304 604	859 1140 60 1706 656 1390 16	1971 2848 2304 604 772 9 2641
1795 162	859 1140 60 1706 656 1390 16 1971 2848 2304 604 772 9 2641	1382 151 1795 162 308 63 365
387 834	859 1140 60 1706 656 1390 16 1971 2848 2304 604 772 9 2641 1382 151 1795 162 308 63 365	243 94 126 165 387 834 1104
844		844 1047 490 1706 25 139 359
59	844 1047 490 1706 25 139 359	59 1583 438 232 53 214 8
55	844 1047 490 1706 25 139 359 59 1583 438 232 53 214 8	55 19 57 49 55 238 50
60	844 1047 490 1706 25 139 359 59 1583 438 232 53 214 8 55 19 57 49 55 238 50	60 796 4223 472 95 402 17
702		702 638 1207 258 5 105 456
17	702 638 1207 258 5 105 456	17 14 193 1225 560 16 55
314	702 638 1207 258 5 105 456 17 14 193 1225 560 16 55	314 1616 104 124 112 160 306
370 1066	702 638 1207 258 5 105 456 17 14 193 1225 560 16 55 314 1616 104 124 112 160 306	22 15 29 370 1066 16 293
2573		2573 8 689 1625 73 582 741
17	2573 8 689 1625 73 582 741	17 14 95 258 16 61 10
2261 229	2573 8 689 1625 73 582 741 17 14 95 258 16 61 10	572 166 2261 229 767 20 32
1298 85 41	2573 8 689 1625 73 582 741 17 14 95 258 16 61 10 572 166 2261 229 767 20 32	1298 85 41 1299 833 147 2055
141 525		141 525 941 1059 407 437 368
402	141 525 941 1059 407 437 368	402 476 41 1007 35 92 200
87 1149	141 525 941 1059 407 437 368 402 476 41 1007 35 92 200	9 942 721 67 3563 87 1149
60 312	141 525 941 1059 407 437 368 402 476 41 1007 35 92 200 9 942 721 67 3563 87 1149	143 1095 23 472 222 60 312
325 204		926 641 325 204 61 884 229
1201 165	926 641 325 204 61 884 229	347 26 78 393 206 1201 165
670 2014	926 641 325 204 61 884 229 347 26 78 393 206 1201 165	37 166 737 81 1326 670 2014
49	926 641 325 204 61 884 229 347 26 78 393 206 1201 165 37 166 737 81 1326 670 2014	49 345 532 353 88 77 103
7		7 759 206 329 93 302 56
725	7 759 206 329 93 302 56	725 42 56 1417 347 206 867
33	7 759 206 329 93 302 56 725 42 56 1417 347 206 867	33 15 81 172 728 1536 2492
20	7 759 206 329 93 302 56 725 42 56 1417 347 206 867 33 15 81 172 728 1536 2492	20 6 37 614 2186 1417 229
27 1748		804 1716 383 24 20 27 1748
987	804 1716 383 24 20 27 1748	987 888 5 358 3282 382 17
161	804 1716 383 24 20 27 1748 987 888 5 358 3282 382 17	161 138 1131 3432 76 269 1106
1064	804 1716 383 24 20 27 1748 987 888 5 358 3282 382 17 161 138 1131 3432 76 269 1106	1064 1006 883 402 332 518 260
484		484 393 820 702 21 340 425
1537	484 393 820 702 21 340 425	1537 67 503 269 46 5 436
7	484 393 820 702 21 340 425 1537 67 503 269 46 5 436	7 764 31 156 222 611 112
199	484 393 820 702 21 340 425 1537 67 503 269 46 5 436 7 764 31 156 222 611 112	199 963 33 42 139 6 72
1940 140		243 347 1940 140 1537 1220 152
40	243 347 1940 140 1537 1220 152	40 72 355 355 65 273 245
547	243 347 1940 140 1537 1220 152 40 72 355 355 65 273 245	547 33 2460 158 10 82 242
477	243 347 1940 140 1537 1220 152 40 72 355 355 65 273 245 547 33 2460 158 10 82 242	477 518 1551 39 2561 3209 4541
932 350		1041 2341 932 350 68 281 241
82 72	1041 2341 932 350 68 281 241	82 72 1444 620 25 55 255
130 51	1041 2341 932 350 68 281 241 82 72 1444 620 25 55 255	1647 24 231 577 125 130 51
1400	1041 2341 932 350 68 281 241 82 72 1444 620 25 55 255 1647 24 231 577 125 130 51	1400 332 183 20 333 279 47
5		5 42 95 6 209 1736 1926
1565	5 42 95 6 209 1736 1926	1565 328 867 1019 477 54 980
378	5 42 95 6 209 1736 1926 1565 328 867 1019 477 54 980	378 245 1078 355 2084 826 104
8 103	5 42 95 6 209 1736 1926 1565 328 867 1019 477 54 980 378 245 1078 355 2084 826 104	31 327 8 103 38 329 130
670 1215		197 512 670 1215 33 373 999
55 195	197 512 670 1215 33 373 999	1601 122 136 243 108 55 195
1066 205	197 512 670 1215 33 373 999 1601 122 136 243 108 55 195	1066 205 725 1425 523 1806 1171
66	197 512 670 1215 33 373 999 1601 122 136 243 108 55 195 1066 205 725 1425 523 1806 1171	66 1387 121 602 60 265 665
347		347 116 4323 1361 1445 1601 122
63	347 116 4323 1361 1445 1601 122	63 234 1421 4054 144 3244 2873
811	347 116 4323 1361 1445 1601 122 63 234 1421 4054 144 3244 2873	811 17 158 42 10 468 149
87	347 116 4323 1361 1445 1601 122 63 234 1421 4054 144 3244 2873 811 17 158 42 10 468 149	87 1626 1486 2047 98 25 24
212		212 1417 192 484 804 66 2718
859 1117	212 1417 192 484 804 66 2718	859 1117 3524 2611 54 265 100
122 2020	212 1417 192 484 804 66 2718 859 1117 3524 2611 54 265 100	105 292 197 5 739 122 2020
43	212 1417 192 484 804 66 2718 859 1117 3524 2611 54 265 100 105 292 197 5 739 122 2020	43 241 1415 1415 55 253 30
251 450		1473 30 251 450 616 41 855
5	1473 30 251 450 616 41 855	5 784 308 202 104 66 741
22	1473 30 251 450 616 41 855 5 784 308 202 104 66 741	22 1019 1020 168 3863 904 422
633	1473 30 251 450 616 41 855 5 784 308 202 104 66 741 22 1019 1020 168 3863 904 422	633 30 126 179 212 539 114
1753 1241		1807 9 69 1753 1241 16 2085
46	1807 9 69 1753 1241 16 2085	46 14 196 52 164 84 10
3095	1807 9 69 1753 1241 16 2085 46 14 196 52 164 84 10	3095 3095 6 2084 119 5 351
18	1807 9 69 1753 1241 16 2085 46 14 196 52 164 84 10 3095 3095 6 2084 119 5 351	18 18 2041 823 88 20 114
