潭 岩 亭 秋
宫 月 桃 鸦
殿 寒 半 棚
紫 金 宫 书
鹦 人 语 王
桃 玉 香 局
寺 笙 宫 竹
罗 楼 归 金
明 花 寒 金
王 金 书 人
水 拾 人 金
玉 罗 枝 宫
窗 珠 王 香
王 宫 人 宁
阁 风 笄 耻
竹 兰 阁 知
郎 情 王 船
人 事 如 君
地 郁 人 楼
青 枝 杏 春
罗 路 闻 折
朝 殷 龙 思
怨 怨 恨 郎
夫 风 书 寒
兰 白 紫 草
酒 香 绿 春
宫 独 竹 清
当 云 孤 山
春 愁 月 双
君 朝 正 人
风 红 天 如
偶 松 清 鹤
绮 光 人 思
鱼 难 情 怨
洞 珠 碧 愁
花 鱼 鹊 郎
思 翠 待 红
窗 愁 郎 忘
春 客 安 郎
光 转 人 郎
绿 恨 郎 情
绣 暗 春 柳
燕 兰 恨 郎
思 愁 松 云
从 台 忽 门
清 门 月 柳
春 思 恨 理
影 玉 台 天
叶 素 人 冷
香 泪 殷 情
珠 常 偶 红
门 堂 情 凤
妾 恨 魂 朝
风 情 楼 人
柳 台 他 留
碧 暮 愿 情
金 楼 马 人
暂 郎 清 花
天 锦 秦 泪
风 羊 日 天
人 门 从 怨
秋 愁 泪 拭
学 人 王 花
塘 青 日 妾
蓬 布 人 正
凤 光 窗 春
烟 宫 玉 紫
湖 国 唯 台
风 月 思 泪
叶 花 鸟 凤
枝 春 楼 大
蝉 红 山 明
玉 梦 明 秋
天 鹤 山 花
去 秋 风 情
地 恨 池 珠
人 人 女 云
人 人 同 朝
楼 人 思 地
松 燕 埋 红
雁 覩 玉 任
楼 枝 人 泉
光 思 云 金
悲 山 柳 花
江 脱 琴 魏
珠 酒 花 草
人 吟 然 黄
日 嬾 水 郎
情 再 莲 日
黄 巡 水 向
鸡 童 人 青
春 愁 金 恨
门 绣 燕 人
井 枝 教 春
君 遣 夕 晓
明 郎 兰 枝
洞 香 从 桃
枕 鸡 郎 鸡
莲 翠 残 莲
寒 楼 牙 窗
香 枕 休 女
羊 绮 羊 学
郎 去 门 琴
雁 马 日 殷
香 鸦 黄 妆
柳 花 媚 春
桃 香 素 犀
玉 罗 日 明
香 春 郎 紫
莲 书 梦 女
泪 人 笙 羡
人 人 亭 忍
地 夕 始 光
水 月 夕 梦
晓 言 书 磬
黄 香 情 川
日 侯 月 珠
阁 龙 声 幕
传 绛 青 素
轮 旋 玄 天
阁 宫 紫 人
王 思 日 翠
柳 地 折 悲
思 金 声 春
花 岭 安 半
锦 绿 山 说
碧 朝 水 泉
山 怜 日 声
翩 岂 光 丝
木 溪 日 枝
晓 马 日 春
花 山 溪 青
才 学 顾 青
寺 风 云 人
寺 江 时 台
里 江 山 色
秋 菊 女 暗
峰 白 感 塘
碧 天 云 人
枝 玉 闲 山
风 人 鱼 梦
玉 锦 信 门
竹 夕 笛 声
洛 秋 日 台
桥 愁 侯 止
暗 人 双 罗
绿 范 亭 车
春 水 人 红
风 鱼 人 溪
水 柳 溪 花
叶 砌 细 晓
低 香 碧 燕
朝 绣 满 人
水 窗 嫌 山
紫 海 寒 桥
色 车 春 人
清 玉 宫 折
溪 鹭 愁 声
鸟 花 枝 风
山 锦 阁 月
叶 春 知 月
冷 声 情 愁
月 春 情 任
门 强 女 锦
消 花 青 石
书 弓 玄 风
门 香 情 丝
情 红 缘 羲
雪 风 郎 华
陇 锦 缘 人
门 人 衔 梁
明 光 缘 终
池 常 端 清
莲 常 缘 清
利 情 青 王
蓊 秋 墙 玉
黄 月 遭 台
鱼 扑 白 江
鸟 川 马 最
香 似 地 花
客 酒 马 夕
月 月 光 云
岭 风 放 山
翠 玉 情 恨
枝 桃 醉 悲
峰 历 恨 举
情 风 洞 白
江 鹦 朝 梦
花 画 醉 朝
荷 郎 慙 犹
春 白 珠 山
黄 两 台 金
叶 桥 江 日
楼 郎 云 残
日 花 香 牛
水 云 暮 鸳
朝 柳 木 泪
情 暮 玉 缘
云 云 风 山
人 明 思 云
寒 杂 石 任
生 情 识 犹
罗 岩 光 青
石 岩 明 劳
寒 照 天 埋
碧 岩 云 悠
台 冬 山 人
台 冬 山 人
笑 松 日 任
去 居 水 光
云 谷 碧 鸟
我 朝 韦 知
影 恩 如 然
松 思 台 石
人 日 草 僧
峰 云 月 鹤
云 春 花 龙
虎 雪 青 白
寺 溪 宵 月
客 山 人 云
翠 峰 台 云
池 山 言 回
泉 茶 岩 溪
山 人 山 湖
天 人 年 香
松 鹤 月 翁
人 河 朝 车
年 草 逢 人
殿 池 香 峰
日 闲 余 松
童 随 沙 绛
人 日 白 青
龙 珠 拳 岂
神 周 假 超
水 鱼 谷 唾
谷 秋 举 鸟
溪 节 寒 玉
帛 啼 湖 春
岭 山 白 梦
门 溪 情 黄
雪 多 愁 寒
云 风 池 岩
海 珠 台 望
雁 云 寺 湖
秋 寺 日 寒
朝 人 色 王
云 门 禅 秋
情 门 悲 客
山 湖 草 人
蝶 柳 江 事
情 草 向 花
酒 松 山 岭
童 担 僧 窗
至 竹 客 风
云 松 石 吾
正 尘 白 黄
月 山 思 云
玉 日 人 宫
人 言 如 安
人 色 山 白
独 青 竹 情
赏 情 清 情
山 僧 朝 松
松 光 峰 朝
门 枝 月 风
绿 情 宫 月
学 心 柳 人
禅 溪 花 情
洞 春 桃 翁
海 石 白 台
城 怨 明 云
草 色 石 忆
白 情 情 洞
愁 春 江 声
明 花 日 山
情 春 色 清
柳 书 朝 僧
明 柳 尔 宫
洞 云 白 山
北 天 客 春
寒 寺 月 春
湖 云 月 水
明 丝 鹤 龙
维 江 霜 雪
客 僧 江 春
日 亭 人 春
花 风 草 独
日 石 少 情
山 念 泉 情
山 长 书 人
人 日 溪 荷
思 鹤 黄 朝
官 名 阁 诏
寒 人 亭 夜
护 鸟 海 天
倚 知 黄 青
酒 王 悲 声
春 梦 花 桃
岸 水 人 花
松 松 然 云
日 云 人 溪
喧 日 客 人
人 天 海 山
比 恨 酒 情
翠 安 绿 花
湖 如 客 日
情 天 声 恨
风 花 楼 桃
天 必 鹤 王
思 梦 时 塔
丝 红 学 音
思 梦 时 塔
度 情 至 桃
爱 魂 直 枝
人 上 岩 清
云 登 草 池
泉 身 晓 秋
谷 人 猿 潭
节 古 江 能
木 春 客 人
蝉 悲 后 异
柳 日 愁 愁
情 荒 人 地
声 日 人 夕
风 色 门 笙
碧 风 人 窗
翠 日 人 金
池 草 暮 楼
春 狂 年 委
水 渔 山 鸟
秋 天 龙 鱼
天 愁 地 强
叶 春 香 人
门 溪 情 黄
雪 多 愁 寒
岭 山 白 梦
寒 野 平 人
丝 水 乃 人
横 当 人 江
山 莺 莺 莺
山 花 花 花
白 暖 金 鹤
愁 怨 使 生
鸡 声 晓 青
锦 闲 稼 王
宫 金 守 桃
风 香 孤 刀
门 山 花 莺
风 花 朝 怨
岸 船 月 枯
山 风 马 云
云 兵 堪 战
茶 撑 窗 人
白 玉 日 人
水 睡 光 人
碧 窗 临 红
红 恋 情 锦
牛 人 薄 戴
月 自 石 云
童 崖 山 白
先 爱 黄 别
行 鸡 黄 月
翠 桃 浪 别
樵 寒 担 斜
人 黄 松 月
色 色 可 珠
罗 地 吾 叶
柳 风 人 家
赤 拄 人 莲
江 风 师 花
叶 篱 知 人
声 草 思 人
王 海 朝 琴
风 雪 逢 花
清 圣 从 阁
锦 青 地 江
黑 家 分 天
忧 喜 人 随
桃 木 祥 恐
水 碧 明 旗
云 风 明 人
台 花 疑 余
云 舍 僧 人
玉 锦 辟 花
爱 送 酒 人
白 红 地 人
生 业 梦 石
翠 门 青 茶
鼓 木 吾 人
花 花 山 青
至 枝 寥 山
金 洞 松 木
蝶 绣 人 王
比 思 清 洁
河 松 金 地
苍 人 地 落
蝉 叶 思 峰
地 紫 秋 人
天 雪 如 共
囊 伊 天 天
吾 君 寻 桃
常 山 玉 人
珠 清 山 色
青 钵 王 世
水 愁 人 王
秋 我 云 龙
碑 思 人 山
昏 明 想 人
鸟 石 君 僧
风 光 宜 声
阁 月 如 呜
皮 山 指 后
花 江 柳 松
草 雪 朝 声
塔 白 客 人
朝 宫 苍 隋
江 石 山 雪
水 影 龙 雨
红 朝 溪 影
丰 圣 忽 他
根 黑 师 绿
皮 山 指 后
秋 绿 病 风
玉 李 悲 僧
丝 河 书 静
晓 明 消 书
才 承 嫌 溪
紫 红 秋 门
木 碧 思 日
亭 丹 纵 天
峰 桃 王 明
白 暖 金 鹤
春 红 山 白
月 山 人 松
门 风 好 木
时 野 君 明
泉 紫 晨 腥
峰 松 境 天
途 白 忍 侯
莲 旧 书 风
僧 风 他 壁
竹 水 人 翠
灯 鹤 冥 梦
身 水 日 秋
人 鸟 门 水
水 竹 磨 白
柳 水 茶 直
白 公 言 夺
湖 鱼 知 向
雪 争 学 始
幽 情 春 莺
境 红 持 牛
香 栽 嫌 黄
门 大 月 人
王 难 力 墙
病 朝 知 石
山 我 泪 写
年 计 秋 山
晓 风 任 池
云 原 谩 泉
素 风 思 天
凤 凝 枝 几
宫 王 台 蝉
酒 玉 谢 翠
僧 桥 争 碧
月 台 花 人
肯 禅 白 底
暖 川 向 桥
日 国 碧 明
贵 携 潭 人
禅 石 秋 松
日 钵 鸡 海
海 寒 玉 边
日 锦 莺 风
法 华 钟 门
僧 登 风 碧
愁 色 枉 山
色 花 人 金
帘 门 书 松
恨 阑 缣 楼
岸 冷 茶 僧
花 楼 人 天
柳 江 人 枝
草 风 石 石
门 亲 怪 草
知 每 识 秋
苍 漠 精 风
山 山 马 龙
根 雪 风 魂
月 楼 叶 洞
醉 青 松 鹿
本 人 轮 清
生 悬 能 玉
寂 心 性 人
学 待 生 纵
生 石 月 酒
山 风 月 莲
思 夕 海 人
殿 河 海 溟
运 苍 天 日
抽 碧 人 月
海 马 酒 人
鹤 时 翠 人
鹤 忧 日 人
白 鹿 山 愁
闷 恨 酒 直
日 芳 金 枝
白 鹿 山 愁
日 芳 金 枝
月 水 人 洞
晨 金 童 风
鹤 时 翠 人
鹤 忧 日 人
海 马 酒 人
闷 恨 酒 直
松 永 知 请
守 心 玉 仁
生 悬 能 玉
金 魂 中 地
池 天 人 黄
海 黄 虎 灵
亩 龙 人 池
虎 好 传 紫
用 丹 人 自
酒 浮 日 珠
光 欺 人 种
人 楼 声 池
黄 光 元 天
学 囊 人 天
我 水 黄 妙
传 黄 鹤 人
峰 黑 人 几
天 凤 偶 峰
朝 青 人 洞
琴 牛 水 地
天 石 日 依
莲 莲 玉 龙
山 钟 术 龙
朝 洞 匣 人
岩 岭 日 金
养 光 生 争
根 真 明 人
王 日 黄 人
天 天 忠 求
人 闲 门 地
先 云 连 人
起 风 人 湖
眉 闻 仗 别
先 人 日 酒
眉 里 背 天
人 明 日 春
海 雪 离 龙
人 石 父 笙
天 侯 客 教
草 笛 黄 月
回 光 劒 洞
青 劒 人 留
鹤 洞 少 云
宫 北 洞 山
秋 人 玉 金
山 凤 人 江
山 碧 天 云
石 桃 宫 琴
鲸 玉 冷 海
香 世 朝 天
邻 东 酒 黄
秋 松 云 洞
黄 白 情 清
达 圣 请 人
人 腰 人 暗
青 洞 客 人
海 天 鹤 风
凤 朱 待 泉
母 春 鹤 日
花 花 枝 地
笙 绿 楼 碧
腹 情 端 白
独 人 惟 明
松 客 山 黄
息 精 人 人
斗 湖 大 石
僧 光 海 卢
池 黄 人 移
举 伊 他 秋
向 锦 朝 鹤
饮 云 桥 玉
酒 教 乾 人
僧 几 海 峰
厌 思 闲 清
日 紫 情 酒
用 山 人 对
用 长 人 自
张 天 身 天
朝 如 酒 松
寺 月 徐 朝
喜 江 木 鱼
问 紫 人 金
江 海 蓬 谭
江 海 世 尽
茶 柳 鼓 草
生 事 鸡 玉
吟 酒 酒 溪
楼 侯 人 水
花 王 群 酒
酒 地 游 洞
亲 泪 天 坟
混 包 丹 门
石 神 人 夺
首 因 池 水
白 鼎 金 出
石 海 海 清
形 春 酒 荣
珠 冷 桃 寻
海 亲 桃 取
月 悲 鹿 泉
水 风 红 朝
河 人 玉 晓
柏 非 冠 碧
知 翠 楼 云
魂 阳 歌 日
神 化 玉 仙
尾 转 龙 玉
船 思 春 花
岭 对 拟 人
明 出 藏 酒
天 人 日 沧
云 冲 日 崖
洞 龙 云 朝
知 酒 人 回
峨 玉 客 门
青 玉 龙 北
郎 昏 宫 定
江 龙 梦 柳
青 人 青 青
山 清 炼 然
田 海 功 物
丹 混 山 因
洞 月 离 知
风 声 回 娇
龙 凡 假 水
月 玉 青 鹤
桥 玉 霓 气
桥 鹿 碧 花
松 鹤 酒 人
花 夕 白 寒
谷 冷 月 松
光 金 意 谷
宫 月 疑 枝
海 王 天 人
风 丝 情 花
凤 情 思 山
牡 秋 月 枝
数 香 青 洞
春 明 世 山
阁 白 日 愁
青 人 青 青
梦 浮 人 川
叶 桥 人 明
清 天 云 花
鸟 山 书 山
日 花 水 春
思 香 紫 然
池 春 白 愿
玉 刘 朝 车
郎 云 愁 碧
月 晓 翠 荷
湖 碧 晓 似
偶 风 等 愁
海 碧 来 周
世 情 适 回
思 宫 人 草
凤 王 楼 郎
梦 悲 马 遇
白 车 郎 情
能 文 绣 台
水 诸 人 鹤
松 叶 宫 山
河 汉 山 凡
鸳 笼 人 水
凤 昔 日 琴
圣 可 市 湖
立 青 日 莲
浦 莲 春 待
湖 觉 莲 荷
物 风 愁 红
窗 红 既 珠
湖 花 暗 人
洞 愁 泪 月
日 松 活 珍
山 光 人 柳
渺 人 绿 改
青 绿 荷 同
明 梦 楼 愁
燕 情 寒 香
里 定 人 苍
鸟 宫 凤 台
日 苍 恨 江
愁 梦 遗 泪
金 岂 恨 泪
桃 洞 恨 泪
草 泪 恨 至
魂 山 人 竹
常 花 锦 窗
渺 泪 云 龙
碧 丝 峰 处
玉 川 江 愁
怨 水 杏 红
燕 花 思 江
绿 天 思 光
光 枝 思 鹊
玉 鹊 催 凤
车 误 花 风
负 从 宫 江
叶 丝 明 郎
城 花 海 人
台 烦 感 珠
人 悲 喜 后
痛 寸 春 恨
水 客 人 宫
构 松 人 事
风 风 冢 日
龙 巡 云 人
青 失 惆 书
水 溪 人 山
天 人 识 地
鼓 月 人 根
人 斗 思 春
根 青 花 日
禁 岸 首 愁
马 花 梦 寒
竹 凤 劳 即
寒 风 魂 锦
锦 架 月 山
年 台 亭 门
玉 兰 鹤 天
人 悔 黄 白
赤 虑 案 桃
水 人 明 知
原 燕 花 恨
草 玉 云 愁
清 娘 轻 碧
宫 素 石 日
花 鸟 红 怨
当 人 自 春
云 鸟 兵 梦
玉 清 晨 翠
泉 郎 愁 泪
兰 喜 珠 天
云 埋 马 魂
草 白 江 绮
阁 云 溪 绮
素 繁 朝 门
怨 秋 客 阁
玉 墙 月 魂
蝉 白 思 泪
符 金 蒙 领
春 柳 泪 欢
龙 黄 酒 书
白 云 始 金
吴 楼 暮 海
人 春 从 草
恨 客 堂 春
谷 香 情 风
情 花 金 人
台 碧 香 花
思 风 金 晓
蝉 红 山 明
玉 梦 明 秋
宫 宫 燕 珠
江 山 僧 指
人 人 鹿 逢
薄 情 草 王
朝 春 王 门
虎 崖 斑 山
秋 龙 雪 云
雪 峰 冷 向
拥 流 地 峰
浮 远 从 作
安 车 争 逢
日 离 河 春
爱 冷 当 川
事 校 守 鹿
少 鹤 草 平
慙 日 黑 好
翠 秋 天 从
能 龙 江 缘
日 灶 可 人
当 金 日 风
焦 力 草 日
宫 独 竹 清
马 上 车 甲
山 门 争 朝
风 殿 朝 明
玉 风 怨 暗
绛 淡 恨 怨
情 端 山 声
人 舍 青 云
独 影 日 白
池 思 操 泪
夕 翠 后 寒
绿 静 影 孙
珠 青 影 泪
燕 岩 来 魂
洞 山 明 桃
梦 绣 郎 天
愁 色 窗 明
寂 莲 愁 安
香 丝 梦 恨
花 风 月 里
王 宫 春 花
清 郎 日 再
卖 酒 心 山
宫 独 竹 清
钟 鸦 悲 莲
双 鼻 对 慙
天 珠 计 人
青 王 风 船
情 云 影 川
钑 湖 乡 遮
军 书 书 天
忽 人 弓 山
白 兰 冬 牛
布 纸 著 门
黄 窗 独 山
黄 善 日 白
白 枝 言 客
水 情 因 书
鹿 际 表 合
及 金 马 人
金 金 载 腹
凤 酒 日 书
燕 幸 鱼 化
言 风 辈 日
春 鸟 借 素
数 虎 日 石
分 人 路 真
春 怕 推 留
菊 茶 事 名
公 常 人 日
巡 月 第 人
秋 风 顽 平
海 骨 道 海
山 连 水 湖
竹 丝 鹤 青
日 文 逢 红
溪 客 王 朝
绿 红 手 郎
影 门 酒 觅
水 破 地 悔
父 光 可 王
扬 合 刚 人
门 同 教 恰
皇 辈 楼 马
绿 种 想 郎
坐 人 知 影
蝉 人 如 湖
宫 忘 因 吾
人 思 女 吾
王 川 塘 女
塘 淮 向 王
杜 青 人 地
秋 门 柳 唯
龙 声 红 刀
载 风 朝 任
女 翁 教 月
乞 人 马 范
年 秋 清 愁
塔 光 事 金
云 入 山 山
郎 解 箭 寺
酒 盛 鸡 凤
酒 盛 鸡 街
大 大 凤 鸡
日 苦 如 山
河 海 日 美
父 人 山 愿
年 由 案 郎
阁 小 烧 门
青 动 黄 黄
由 独 似 江
乡 水 地 北
云 日 月 再
神 化 玉 仙
月 马 天 兵
索 桃 儿 养
湖 柳 姓 草
姓 金 门 色
姓 文 暂 称
年 人 光 青
王 春 人 攀
江 山 思 门
月 恨 帝 通
风 星 门 幸
寒 清 门 秋
风 人 云 犹
河 岸 浊 日
洞 松 黄 茶
风 叶 江 绿
山 咽 人 愁
枝 蝶 花 人
风 翠 谷 色
冷 红 人 香
情 台 恨 色
愁 梦 翠 窗
枝 向 晚 春
枝 墙 人 清
春 寺 日 枝
湖 青 天 云
桥 春 风 解
金 清 枝 桥
春 柳 花 争
绿 露 折 风
春 地 拟 黄
树 雪 朝 根
风 流 恨 人
暖 风 道 桃
池 翠 风 人
绿 色 到 客
夕 知 朝 许
踏 白 客 几
细 影 根 自
云 聚 入 山
云 春 玉 台
枝 云 宫 燕
花 王 恨 香
人 俗 谒 山
江 月 唱 守
里 朝 倚 云
水 溪 溪 翁
船 船 泷 船
香 莲 船 红
船 船 莲 人
云 风 光 行
愁 泪 悴 人
门 岸 女 散
人 罗 柳 花
金 人 女 呼
罗 红 云 柳
锦 架 明 山
莲 暮 船 解
天 月 山 川
猿 翠 峰 月
人 洞 人 天
暮 朝 苍 山
风 湖 色 江
门 月 石 殿
山 岸 鹤 烟
吴 春 江 因
楼 笛 顿 误
珠 茶 泉 松
叶 晓 暗 思
鸥 暮 色 碧
暗 柳 晓 风
草 渚 楼 花
溪 梅 风 杏
池 柳 思 光
花 泉 暮 洞
莺 雁 草 花
马 桃 情 天
山 北 喜 台
龙 凤 金 绮
云 风 人 花
明 地 余 因
传 念 从 申
朝 河 君 罗
山 秋 夕 山
光 日 云 山
雁 夜 客 寒
王 金 惜 愁
楼 羽 日 松
闻 双 柳 兰
青 雪 日 梅
庙 舆 遥 河
水 花 明 朝
红 粉 王 近
龙 春 光 寒
金 玉 惊 秖
钟 枝 即 池
郎 水 时 手
池 水 宫 影
叶 云 女 日
台 水 思 人
碧 绿 叶 月
山 水 春 荷
少 乡 童 客
月 人 湖 春
钑 湖 乡 遮
川 鸡 先 水
钟 客 酒 情
河 翠 知 云
朝 云 女 莲
叶 莲 梦 人
客 暗 草 月
岭 佳 朝 女
桥 石 桃 洞
光 轻 色 云
清 江 风 朝
草 日 情 书
地 楼 风 殿
燕 枝 客 旧
台 珠 红 青
花 河 楼 红
女 宫 翠 朝
江 少 日 客
悲 月 朝 书
楼 唯 绮 人
天 珠 丝 人
雪 凤 玉 柳
龙 侯 海 苦
竹 窗 人 环
君 闻 见 客
忽 人 人 花
春 紫 冷 人
马 暮 日 雪
钟 影 青 水
碧 青 洞 月
恨 情 影 楼
暖 风 童 客
草 琴 情 人
紫 白 愧 溪
门 云 色 桃
日 绿 月 明
人 审 纵 终
天 玉 人 共
风 偶 早 悔
人 君 门 魂
桃 恨 叶 袖
人 花 连 鸟
支 书 人 报
王 人 阶 门
袂 年 怜 松
别 恨 思 愁
山 月 泪 梦
愁 色 君 梦
别 别 书 忆
泪 思 左 横
人 问 君 夕
恨 山 书 梦
天 雁 恨 嗟
欺 输 明 换
造 声 人 喜
眼 口 天 人
娘 人 气 既
书 光 人 情
郁 草 风 香
岭 坵 悲 黄
情 拂 父 客
风 涧 句 知
羊 春 山 牵
罢 书 溪 明
松 野 钓 引
春 早 天 侯
海 门 词 写
色 冬 始 从
箭 日 永 犬
水 霍 天 兵
龙 外 扫 暮
古 思 朝 溪
枝 叶 看 永
戎 护 里 风
龙 分 海 坐
济 山 安 兵
海 剑 旗 地
刀 台 龙 灭
龙 王 酒 风
峡 地 罗 兵
心 剑 楼 江
川 海 能 资
江 愁 楚 逢
朝 人 天 江
年 处 朝 豁
悲 鸾 念 色
川 喜 根 珠
海 风 悲 怅
天 叶 里 愁
日 暮 情 天
君 恨 风 花
海 晓 书 花
鸥 草 时 暮
潮 日 色 花
海 僧 劝 春
生 车 门 分
风 梦 根 声
石 月 情 身
寺 寺 边 两
扰 人 天 地
僧 台 松 江
思 侯 吴 妃
蛮 草 明 王
马 色 人 丝
紫 海 争 朝
阁 天 人 月
寒 海 人 天
鱼 鱼 鱼 鱼
王 龙 金 人
牛 王 指 安
楼 山 地 金
人 余 帘 燕
孙 草 石 至
石 白 地 溪
梅 雪 玉 花
山 玉 雪 蜂
罗 龙 人 王
思 喜 登 楼
云 夕 持 月
江 日 目 人
鹅 人 鸡 梨
僧 紫 可 荷
枝 香 风 晓
国 春 如 尔
瓶 挥 峰 罗
天 月 山 人
夏 楼 紫 风
泉 光 桥 天
泉 龙 人 清
翠 泉 天 珠
凤 白 笑 从
麻 隔 明 黄
桥 梅 玉 鹤
童 情 水 地
紫 故 年 草
旗 女 龙 石
风 春 郎 流
苍 月 归 草
木 学 白 鸦
台 紫 人 碧
女 洞 梦 桥
鹤 鸡 碧 岩
兰 天 两 王
塔 怜 人 光
暑 车 清 身
寒 明 夏 煎
珠 清 金 书
宫 留 元 珠
天 敬 珠 年
明 纵 能 珠
青 空 珠 几
暗 晓 珠 宫
崖 光 珠 光
元 积 珠 醉
海 珠 炼 黑
解 道 珠 金
情 珠 生 昏
珠 黑 向 道
珠 日 真 光
珠 水 日 金
早 吃 金 珠
魂 根 光 珠
往 逆 珠 台
珠 池 光 云
用 元 珠 碧
日 珠 日 直
因 珠 天 珠
光 解 珠 色
悟 任 珠 池
珠 出 月 清
珠 流 魂 地
珠 楼 光 云
人 凡 天 珠
秋 人 教 天
明 人 黄 水
女 朝 日 遣
地 鸡 阴 直
人 物 地 脱
黄 黄 黄 黄
气 黄 铅 人
地 母 先 鹤
物 月 朝 遣
宫 先 黄 人
黄 人 公 晓
日 明 家 人
大 然 天 他
用 女 紫 白
甲 龙 明 道
龙 月 黄 人
山 关 少 渐
道 黄 女 伴
人 明 言 水
天 冷 天 花
苍 青 水 童
郡 文 情 天
行 偏 地 徒
春 山 梦 觉
地 鸡 阴 直
明 人 黄 水
龙 金 朝 罗
根 合 光 朝
用 女 紫 白
地 母 先 鹤
峰 石 寒 钟
海 云 峰 僧
黄 本 情 春
迷 心 灰 当
真 语 出 敢
山 相 人 看
同 事 围 慇
方 门 人 心
人 人 唯 色
别 佛 舒 歛
门 伸 能 善
乘 人 神 物
放 碧 鱼 龙
割 云 湖 到
苦 幸 昏 唯
白 红 丝 设
红 路 恰 石
崔 教 使 坐
白 玉 魂 盍
僧 亭 桃 书
出 山 日 鹤
昔 气 望 龙
王 楼 犹 玉
光 池 汝 负
鹿 凤 况 锦
山 烟 日 秋
根 天 人 水
绿 恨 沉 河
情 蝉 叩 风
朝 风 处 山
闻 海 碧 王
车 地 沧 禅
共 出 倦 鹤
门 古 日 长
天 河 海 川
叶 马 古 月
岭 鹤 堂 师
龙 风 人 江
祖 风 海 鸡
石 凤 门 哽
凤 龙 当 体
龙 霜 金 由
雪 虎 人 海
虎 心 龙 海
派 龙 箭 海
龙 鸡 雪 虎
龙 藏 马 回
岭 天 龙 木
虎 王 鼓 声
鸡 凤 紫 照
柳 声 思 青
金 月 纵 海
肩 酒 声 旗
黄 珠 疾 凤
人 押 鼓 奔
出 失 直 觉
端 艺 男 根
体 走 执 后
台 暗 当 翁
密 缘 泽 石
法 凝 断 镜
峰 洞 山 声
乘 乘 君 猿
佛 方 纵 切
非 情 珠 凡
由 拾 情 明
奔 光 性 地
趣 人 疾 王
明 目 方 惟
风 堕 明 龙
清 日 方 岭
石 敢 春 日
好 随 谈 妙
明 离 清 罗
明 真 石 朝
松 峰 造 洞
岩 洞 江 水
思 秋 月 声
风 古 晓 祖
色 人 求 孤
思 浩 明 颠
用 思 明 人
人 随 沙 吞
人 人 珠 色
罗 直 日 能
奇 善 报 意
色 针 日 迷
门 昏 山 中
日 王 善 鹙
天 莲 情 金
石 光 天 地
学 学 朝 人
学 机 门 学
心 门 中 劫
体 因 双 说
朝 少 珠 人
源 日 玉 莲
山 道 实 寒
情 用 人 情
情 疑 携 闲
气 叶 然 人
人 愁 朝 光
僧 人 风 里
窗 火 白 园
顶 谷 门 祇
情 云 任 青
凡 先 彼 春
毫 刹 玄 用
壁 墙 言 人
日 人 心 大
冷 寒 衲 坐
膝 浑 山 情
室 瓶 门 我
昔 生 古 人
木 生 人 水
朝 暮 人 花
门 闲 白 光
身 浮 云 去
梦 梦 梦 悟
时 界 世 情
教 人 静 世
松 色 气 木
翠 黛 知 来
药 篱 谷 管
明 寒 凤 晋
太 人 人 面
山 松 锋 拟
罗 素 逢 顾
风 江 云 濯
女 笙 玉 金
呼 明 谓 清
手 山 行 枝
志 损 黄 人
龙 声 宫 丹
魂 含 变 明
门 金 世 论
天 妻 门 能
天 冲 富 心
黄 门 人 思
儿 虎 人 明
同 夫 假 情
浮 月 日 阳
阴 龙 终 虎
人 日 花 月
龙 合 虎 珠
龙 菊 如 恨
人 金 玄 志
天 男 白 人
世 志 人 池
铅 玉 朦 日
丹 能 贪 情
黑 仙 真 白
叶 黑 河 独
叶 宝 煮 金
声 阴 抽 知
草 人 草 偏
春 龙 叶 然
影 金 当 月
碧 明 人 龙
堪 处 医 住
觅 朱 人 红
口 造 河 黄
暖 日 香 松
风 色 僧 松
清 碧 光 门
山 始 花 晓
日 日 台 郎
红 水 翠 思
巍 簪 印 侯
酌 人 知 犹
洞 岩 可 春
花 红 郎 光
月 人 笙 草
宫 恨 金 木
香 地 人 夕
洞 清 思 断
车 川 山 书
人 情 水 声
君 衾 载 洞
明 龙 东 日
酒 咸 逢 马
郎 初 孰 香
身 虏 金 纷
汉 台 天 光
腰 弓 云 天
客 思 遥 人
罗 锦 碧 鹤
朝 客 酒 人
泪 悲 人 如
逐 马 遥 愁
金 画 水 池
柳 师 思 江
绿 青 松 白
暮 客 花 柳
柳 松 花 叶
石 酒 春 花
君 闻 见 客
户 朝 秋 碧
人 峰 鼓 共
清 马 王 门
暮 白 生 门
清 荡 人 书
石 松 白 水
喜 计 黄 梦
身 书 酒 门
地 月 日 菊
门 窗 喜 荣
穷 山 朝 门
安 绿 鱼 羡
政 朝 书 山
花 黄 秋 马
花 黄 携 草
外 加 才 水
明 人 书 女
翁 惟 时 篱
山 日 风 画
紫 龙 水 辨
山 窗 黄 钟
能 人 明 布
天 川 幕 王
王 乐 朝 宫
暮 人 殿 共
车 笛 桥 宫
荷 兰 舟 月
青 缓 借 河
朝 亭 池 船
竹 荷 绿 月
潭 溪 荷 人
洞 细 玉 茅
月 水 借 人
楼 黄 笛 愁
声 情 愁 秋
叶 暮 表 兵
海 玉 黄 楼
色 旗 河 谷
紫 叶 明 楼
玉 山 人 马
明 人 龙 马
马 色 鼓 刀
王 莲 花 江
荷 芙 池 人
人 香 笙 莲
笙 梨 声 秋
